codigo_estructura,potencia,tipo,potencia2,porcentaje_perdida,doblenivel,descripcion_larga,desc_nemot,perdidas_w,perdidas2_w
ECT0030,100,M,0,0,,Regulador de voltaje bobina múltiple 13kV 1F 100 kVA ctrl manual,ECT-1EM100,,
SPT0054,,,0,0,,Secc. 13kV 3F con interruptor 100A BIL 125,SPT-3I100_125,,
TRT0500,187.5,C,0,0,,Banco de 3 transformadores 13 kV monofásicos 187.5 KVA en poste (75KVA-75KVA-37.5KVA),TRT-3N187.5,0,0
SDD0222,8.16,,,,,SGDA 220V 3F Fotovoltaica de 8.16kW,SDD-3F8.16,,
COO0031,,,0,0,,Conductor ACSR #2 AWG,CO0-0B2,,
AOD0143,4,C,0,10,C,Proy. 240V Ornamental Led 4 W en piso  hilo piloto pot. Cte.,AOD-0IPL4PC,0.4,
TAE0001,,,0,0,,Tensor en A o con postes de apoyo en lineas de subtransmisión 69 kV,TAE-0AS,,
TRT0343,8,C,0,0,,Banco de 2 transformadores en paralelo 13 kV monofasicos 8KVA en poste,TRT-1B8,,
TRT0124,30,C,0,0,,Banco de 2 transformadores 13 kV monofásicos 30 KVA en cámara,TRT-3V30,,
ECS0066,1200,A,0,0,,Capacitor automático 6kV 3F 1200kVAR,ECS-3A1200,,
SDD0039,4.14,,,,,SGDA 240V 1F Fotovoltaica de 4.14kW,SDD-1F4.14,,
SPR0095,,,0,0,,Secc. 34.5 kV 3F con reconectador 1250A BIL 125,SPR-3R1250_125,,
APO0215,250,C,0,12,C,Lum. 240 V Hg 250 W en poste con red subt Autocontrolada pot. cte. C,APD-0SLCM250AC,30,
TRR0079,50,C,0,0,,Transformador 34.5 kV 3F conv. 50 kVA en cámara,TRR-3O50,,
SPV0029,,,0,0,,Secc. 22kV 3F con seccionador fus. unipolar ab. disp. rompearco 100A,SPV-3E100,,
APO0725,114,C,0,10,,Lum. 240 V Led 114 W en fachada con red subt Autocontrolada pot. cte. C,APD-0ALCL114AC,11.4,
TRT0360,900,C,0,0,,Transformador 13 kV 3F conv. 900 kVA en cámara,TRT-3O900,,
APO0942,200,C,0,10,,Proy. 240 V Led 200 W en poste con red aerea hilo piloto pot. cte. C,APD-0PPCL200PC,20,
APO0515,150,C,0,13,,Proy. 240 V Na 150 W en fachada con red subt Autocontrolado pot. cte. C,APD-0APCS150AC,19.5,
TRR0041,50,C,0,0,,Transformador 34.5 kV 3F Pedestal o Padmounted 50KVA,TRR-3P50,,
TRV0060,50,C,0,0,,Transformador 22 kV 3F conv. 50 kVA en cámara,TRV-3O50,,
TRT0183,375,C,0,0,,Banco de 3 transformadores 13 kV monofásicos 375 KVA en cámara,TRT-3I375,,
APO0116,125,C,0,13,C,Lum. 240 V Hg125 W en fachada con red preen Autocontrolada pot. cte. A,APD-0FLAM125AC,16.25,
TRT0436,200,C,0,0,,Banco de 2 transformadores en paralelo 13 kV monofásicos 200 KVA en cámara,TRT-1V200,,
SPD0054,,,0,0,,Secc. 240V 3F con Interruptor Termomagnetico de 1200 A,SPD-3M1200,,
SPR0112,,,0,0,,Secc. 34.5 kV 3F con interruptor 400A BIL 125,SPR-3I400_125,,
ESR0081,,,0,0,,Est. 34.5 kV 3F Tres Postes Doble retenc. deriv. 1F Centrada Retenc.,ESR-3TD+1CR,,
ESV0094,,,0,0,,Est. 22 kV 3F Bandera Angular dos deriv.1F Centrada Retención,ESV-3BA+1CR+1CR,,
SPT0026,,,0,0,,Secc. 13kV 2F con seccionador de cuchilla 200A,SPT-2C200,,
ECV0027,200,E,0,0,,Regulador de voltaje bobina fija 22kV 3F 200 kVA ctrl electrónico,ECV-3RE200,,
SDD0088,11,,,,,SGDA 240V 1F Fotovoltaica de 11kW,SDD-1F11,,
TRS0016,50,C,0,0,,Transformador 6 kV 3F Pedestal o Padmounted 50KVA,TRS-3P50,,
SPV0024,,,0,0,,Secc. 22kV 2F con seccionador de cuchilla con disp. rompearco 100A,SPV-2O100,,
TRS0125,500,C,0,0,,Transformador 6 kV 3F conv. 500 kVA en cámara,TRS-3O500,,
SDD0137,3.15,,,,,SGDA 220V 2F Fotovoltaica de 3.15kW,SDD-2F3.15,,
SDD0089,11.4,,,,,SGDA 240V 1F Fotovoltaica de 11.4kW,SDD-1F11.4,,
TRV0011,10,A,0,0,,Transformador 22 kV 1F autoproteg. 10 kVA en poste,TRV-1A10,,
COO0064,,,0,0,,Conductor antihurto SEU 2x2/0 Al + Nx1/0 Al AWG (Serie 8000),CO0-0X2x2/0(1/0),,
TAR0010,,,0,0,,Tensor de Empuje en redes de dist. 34.5 kV,TAR-0ES,,
EU0019,,,,0,,Est.red subt.  banco de ductos  config. 1x3  de 110 mm.  en calzada,EU0-0B1x3B2,,
ECV0039,200,E,0,0,,Regulador de voltaje bobina múltiple 22kV 3F 200 kVA ctrl electrónico,ECV-3EE200,,
ESN0019,,,0,0,,Est. 69 kV 3F Doble retención de pequeño angulo con doble circuito con aisladores tipo disco y poste,ESN-2BO,,
TRR0162,100,C,0,0,,Banco de 3 transformadores 34.5 kV monofásicos 100 KVA en cámara,TRR-3I100,,
SPT0017,,,0,0,,Secc. 13kV 1F con reconectador 400A BIL 95,SPT-1R400_95,,
APO0101,125,C,0,13,C,Lum. 240 V Hg 125 W en poste con red aerea hilo piloto pot. cte. A,APD-0PLAM125PC,16.25,
TRT0392,77.5,C,0,0,,Banco de 3 transformadores 13 kV monofásicos 77.5 kVA en poste,TRT-3N77.5,,
ECT0052,432,M,0,0,,Regulador de voltaje bobina fija 13kV 3F 432 kVA ctrl manual,ECT-3RM432,,
POO2405,,,0,0,,Poste Hormigón armado Circular de 14.5m carga de rotura 600kg,PO0-0HC14.5_600,,
AOD0069,250,C,0,12,C,Proy. 240 V Ornamental Na 250 W en poste Autocont. pot. cte.,AOD-0PPS250AC,30,
TRR0131,62.5,C,0,0,,Banco de 2 transformadores 34.5 kV monofásicos 62.5 KVA en cámara,TRR-3V62.5,,
SPO0026,,,0,0,,Secc. 2F con fusible 12K,SPO-2F12K,,
TRT0134,85,C,0,0,,Banco de 2 transformadores 13 kV monofásicos 85 KVA en cámara,TRT-3V85,,
TRV0154,115,C,0,0,,Banco de 3 transformadores 22 kV monofásicos 115 kVA en cámara,TRV-3I115,,
COO0157,,,0,0,,Conductor THHN Cu #500 MCM,CO0-0Q500,,
ESD0042,,,0,0,,Est. 240V 2 vías  Centrada Doble Retención,ESD-2CD,,
COO0361,,,0,0,,Conductor Semiaislado o Ecológico Clase 35kV Al 3/0 AWG,CO0-0K3/0,,
AOD0017,70,C,0,16,C,Lum. 240 V Ornamental MH 70 W en Fachada Autocont. pot. cte.,AOD-0FLH70AC,11.2,
APO0737,39,C,0,10,,Lum. 240 V Led 39 W en fachada con red subt Autocontrolada pot. cte. C,APD-0ALCL39AC,3.9,
POO6700,,,0,0,,Poste Metálico Circular de 4m,PO0-0EC4,,
COO0385,,,0,0,,Conductor TTU Al #2 AWG,CO0-0M2,,
ESV0043,,,0,0,,Est. 22 kV 1F Centrada Angular deriv. 1F Centrada Retención,ESV-1CA+1CR,,
SDD0185,15,,,,,SGDA 220V 2F Fotovoltaica de 15kW,SDD-2F15,,
TRR0127,47.5,C,0,0,,Banco de 2 transformadores 34.5 kV monofásicos 47.5 KVA en cámara,TRR-3V47.5,,
TRR0365,62.5,C,0,0,,Banco de 2 transformadores en paralelo 34.5 kV monofásicos 62.5 KVA en poste,TRR-1B62.5,,
TRR0349,13,C,0,0,,Banco de 2 transformadores en paralelo 34.5 kV monofasicos 13KVA en poste,TRR-1B13,,
TUV0033,75,C,0,0,,Transformador  22kV 3F sumerg. 75 kVA,TUV-3S75,,
APO0422,150,C,0,13,,Proy. 240 V Hg 150 W en fachada con red preen Autocontrolado pot. cte. C,APD-0FPCM150AC,19.5,
TRS0002,5,C,0,0,,Transformador 6  kV  2F conv.  5 kVA en poste,TRS-2C5,,
SSS0025,,,0,0,,"Secc. red subt. 6kV 3F con barraje desc., 3 vias,  600 A",SSS-3B3_600,,
SPD0049,,,0,0,,Secc. 240V 3F con Interruptor Termomagnetico de 350 A,SPD-3M350,,
POO1900,,,0,0,,Poste Madera Circular de 12m,PO0-0MC12,,
ESN0013,,,0,0,,Est. 69 kV 3F Suspención doble circuito de pequeño angulo y aisladores tipo soporte o de poste,ESN-2LS,,
TRS0021,150,C,0,0,,Transformador 6 kV 3F Pedestal o Padmounted 150KVA,TRS-3P150,,
TUV0049,150,C,0,0,,Transformador  22kV 3F seco  150 kVA,TUV-3D150,,
MED0022,,,0,0,,Medidor 240V 3F4H - Especiales Electrónico. Energía A-D - 20 A_Forma 9S,MED-3D20_9S,,
TUV0047,75,C,0,0,,Transformador  22kV 3F seco 75 kVA,TUV-3D75,,
ESS0138,,,0,0,,Est. 6 kV 3F Semiaislado o Ecologico Angular,ESS-3MA,,
COO0118,,,0,0,,Conductor Clase 25kV Cu 500 MCM,CO0-0Y500,,
TRV0218,7.5,C,0,0,,Transformador 22 kV 1F conv. 7.5 kVA en poste,TRV-1C7.5,,
APO0229,125,C,0,13,C,Lum. 240 V Hg 125 W en fachada con red subt Autocontrolada pot. cte. C,APD-0ALCM125AC,16.25,
TRT0255,225,C,0,0,,Banco de 3 transformadores 13 kV monofasicos 225KVA en poste,TRT-3N225,,
SDD0118,46.76,,,,,SGDA 240V 1F Fotovoltaica de 46.76kW,SDD-1F46.76,,
APO0994,142,C,0,10,C,Lum. 240 V Led 142 W en poste con red aérea Autocontrolada pot. cte. C,APD-0PLCL142AC_x000D_,14.2,0
TUT0045,37.5,C,0,0,,Transformador  13kV 3F seco  37.5 kVA,TUT-3D37.5,,
TRT0126,40,C,0,0,,Banco de 2 transformadores 13 kV monofásicos 40 KVA en cámara,TRT-3V40,,
POO3113,,,0,0,,Poste Hormigón armado Rectangular de 14m carga de rotura 3000kg,PO0-0HR14_3000,,
ESS0018,,,0,0,,Est. 6 kV 2F Volado Doble retención,ESS-2VD,,
TRV0282,25,C,0,0,,Banco de 3 transformadores 22 kV monofásicos 25 kVA en poste,TRV-3N25,,
TRV0275,242,C,0,0,,Banco de 2 transformadores 22 kV monofásicos 242 kVA en cámara,TRV-3V242,,
ESV0073,,,0,0,,Est. 22 kV 3F Volada Angular deriv. 1F Centrada Retención,ESV-3VA+1CR,,
POO4322,,,0,0,,Poste Hormigón armado rectangular de 23m carga de rotura 1600kg,PO0-0HR23_1600,,
POO3315,,,0,0,,Poste Hormigón armado Circular de 20m carga de rotura 2400kg,PO0-0HC20_2400,,
SPT0104,,,0,0,,Secc. 13kV 3F con reconectador 630A BIL 95,SPT-3R630_95,,
ESC0004,,,0,0,,Est. 120V 2 vías Vertical Retención deriv. 2 vías Vertical Retención,ESC-2ER+2ER,,
ESD0064,,,0,0,,Est. 240V Preensamblado Doble retención con 5 conduct.,ESD-1PD5,,
SSV0028,,,0,0,,Secc. red subt. 22 kV 1F con fusible 3 A,SSV-1F3,,
EST0130,,,0,0,,Est. 13 kV 3F Neutro Alineado en Cruceta Centrada Angular,EST-3NA,,
TUV0018,75,C,0,0,,Transformador  22kV 3F conv. frente muerto 75 kVA,TUV-3M75,,
TRS0029,50,C,0,0,,Transformador 6  kV  3F conv. 50 kVA en cámara,TRS-3O50,,
AOD0162,114,C,0,10,C,Proy. 240V Ornamental Led 114 W en piso  hilo piloto pot. Cte.,AOD-0IPL114PC,11.4,
SDD0105,17.4,,,,,SGDA 240V 1F Fotovoltaica de 17.4kW,SDD-1F17.4,,
TRT0083,112.5,C,0,0,,Transformador 13 kV 3F conv. 112.5 kVA en cámara,TRT-3O112.5,,
SSD0012,,,0,0,,Secc. red subt. 220 V 3F con interruptor termomagnético 150 A,SSD-3N150,,
ESR0099,,,0,0,,Est. 34.5 kV 3F Centrada Doble Retención deriv. 3F Semi Centrada Retención,ESR-3CD+3SR,,
TRV0266,112.5,C,0,0,,Banco de 2 transformadores 22 kV monofásicos 112.5 kVA en cámara,TRV-3V112.5,,
SDD0038,4.08,,,,,SGDA 240V 1F Fotovoltaica de 4.08kW,SDD-1F4.08,,
ESR0010,,,0,0,,Est. 34.5 kV 1F Bandera Doble retención,ESR-1BD,,
TRT0472,45,C,0,0,,Transformador 13 kV 1F conv. 45 kVA en poste,TRT-1C45,,
PTO0002,,,0,0,,P. a Tierra en Red Secun. Desnuda Cab. Alumo. 7H Cal. 9 AWG 1 Var.,PT0-0DA9_1,,
ECT0049,167,M,0,0,,Regulador de voltaje bobina fija 13kV 1F 167 kVA ctrl manual,ECT-1RM167,,
APO0969,38,C,0,10,C,Lum. 240V Led 38 W en poste  con red aérea Autocontrolada pot. Cte. C,APD-0PLCL38AC,3.8,
SPR0023,,,0,0,,Secc. 34.5kV 2F con seccionador fus. unipolar ab. disp. rompearco 100A,SPR-2E100,,
POO6800,,,0,0,,Poste Metálico Circular de 5m,PO0-0EC5,,
SPR0011,,,0,0,,Secc. 34.5kV 1F con seccionador de cuchilla   con disp. rompearco 300A,SPR-1O300,,
TUT0063,62.5,C,0,0,,Banco de 2 transformadores 13 kV 1F convenc. Frente muerto 62.5 kVA,TUT-3T62.5,,
AOD0007,150,C,0,13,C,Lum. 240 V Ornamental MH 150 W en poste Autocont. pot. cte.,AOD-0PLH150AC,19.5,
TRV0041,150,C,0,0,,Transformador 22 kV 3F Pedestal o Padmounted 150KVA,TRV-3P150,,
ESR0118,,,0,0,,Est. 34.5 kV 3F Centrada Pasante deriv. 3F Semi Centrada Pasante,ESR-3CP+3SP,,
TRV0124,1000,C,0,0,,Transformador 22 kV 3F Pedestal o Padmounted 1000 kVA,TRV-3P1000,,
TRV0377,60,A,0,0,,Transformador 22 kV 1F autoproteg. 60 kVA en poste,TRV-1A60,,
SPT0115,,,0,0,,Secc. 13kV 3F con interruptor 400A BIL 75,SPT-3I400_75,,
APO0123,175,C,0,12,C,Lum. 240 V Hg 175 W en fachada con red subt Autocontrolada pot. cte. A,APD-0ALAM175AC,21,
ESR0138,,,0,0,,Est. 34.5 kV 3F Semiaislado o Ecologico Angular,ESR-3MA,,
SSV0044,,,0,0,,Secc. red subt. 22 kV 2F con fusible 20 A,SSV-2F20,,
ESR0013,,,0,0,,Est. 34.5 kV 2F Centrada Retención,ESR-2CR,,
SDD0052,5.5,,,,,SGDA 240V 1F Fotovoltaica de 5.5kW,SDD-1F5.5,,
APO0328,70,C,0,16,,Lum. 240 V Na 70 W en poste con red subt Autocontrolada pot. cte. C,APD-0SLCS70AC,11.2,
SSV0056,,,0,0,,Secc. red subt. 22 kV 3F con fusible 30 A,SSV-3F30,,
TUT0033,75,C,0,0,,Transformador  13kV 3F sumerg. 75 kVA,TUT-3S75,,
TUS0014,400,C,0,0,,Transformador  6kV 3F conv. frente muerto 400 kVA,TUS-3M400,,
EST0104,,,0,0,,Est. 13 kV 3F Bandera Doble Retención deriv. 3F Bandera Retención,EST-3BD+3BR,,
ECT0003,200,C,0,0,,Capacitor fijo 13kV 1F 200kVAR,ECT-1C200,,
TRV0137,65,C,0,0,,Banco de 3 transformadores 22 kV monofásicos 65 kVA en poste,TRV-3N65,,
TRT0050,200,C,0,0,,Transformador 13 kV 3F Pedestal o Padmounted 200KVA,TRT-3P200,,
APO0210,175,C,0,12,C,Lum. 240 V Hg 175 W  en poste con red subt hilo piloto pot. cte. C,APD-0SLCM175PC,21,
TRV0358,3,C,0,0,,Transformador 22 kV 2F conv. 3 kVA en cámara,TRV-2O3,,
ESV0134,,,0,0,,Est. 22 kV 2F Semiaislado o Ecologico Angular,ESV-2MA,,
APO0963,55,C,0,10,C,Lum. 127 V Led 55 W en fachada con red subt Autocontrolada pot. cte. C,APC-0ALCL55AC,5.5,
SPV0068,,,0,0,,Secc. 22 kV 3F con interruptor 200A BIL 125,SPV-3I200_125,,
COO0197,,,0,0,,Conductor TTU Cu. #10 AWG,CO0-0P10,,
TRS0051,900,C,0,0,,Transformador 6  kV  3F conv. 900 kVA en cámara,TRS-3O900,,
POO2006,,,0,0,,Poste Hormigón armado Circular de 12.5m carga de rotura 675kg,PO0-0HC12.5_675,,
TRT0491,3125,C,0,0,,Transformador 13 kV 3F conv. 3125 kVA en cámara,TRT-3O3125,0,0
APO0329,100,C,0,15,,Lum. 120 V  Na100 W en poste con red subt Autocontrolada pot. cte. C,APC-0SLCS100AC,15,
POO1101,,,0,0,,Poste Hormigón armado Rectangular de 11m carga de rotura 350kg,PO0-0HR11_350,,
POO0225,,,0,0,,Poste Hormigón armado rectangular de 9m carga de rotura 316kg,PO0-0HR9_316,,
TAT0006,,,0,0,,Tensor a Tierra Simple en redes de dist. 13 kV,TAT-0TS,,
TRT0357,30,C,0,0,,Banco de 2 transformadores en paralelo 13 kV monofásicos 30 KVA en poste,TRT-1B30,,
COO0278,,,0,0,,Conductor Multiplex Al 3x3/0 AWG,CO0-0J3X3/0,,
TRT0019,45,C,0,0,,Transformador 13 kV 3F conv. 45 kVA en poste,TRT-3C45,,
SSV0054,,,0,0,,Secc. red subt. 22 kV 3F con fusible 20 A,SSV-3F20,,
TRV0047,400,C,0,0,,Transformador 22 kV 3F Pedestal o Padmounted 400KVA,TRV-3P400,,
TRR0122,20,C,0,0,,Banco de 2 transformadores 34.5 kV monofásicos 20 KVA en cámara,TRR-3V20,,
EST0053,,,0,0,,Est. 13 kV 3F Centrada Pasante deriv. 1F Centrada Retención,EST-3CP+1CR,,
SPT0110,,,0,0,,Secc. 13kV 3F con interruptor 800A BIL 75,SPT-3I800_75,,
APO0121,250,C,0,12,C,Lum. 240 V Hg 250 W en fachada con red subt hilo piloto pot. cte. A,APD-0ALAM250PC,30,
TRR0402,125,C,0,0,,Banco de 2 transformadores en paralelo 34.5 kV monofásicos 125 KVA en cámara,TRR-1V125,,
EST0079,,,0,0,,Est. 13 kV 3F Bandera Doble Retención deriv. 1F Centrada Retención,EST-3BD+1CR,,
SPV0056,,,0,0,,Secc. 22kV 3F con seccionador fus. unipolar cerrado 100A,SPV-3D100,,
ESV0024,,,0,0,,Est. 22 kV 3F Semicentrada Angular,ESV-3SA,,
COO0178,,,0,0,,Conductor Concéntrico Al 4x1/0,CO0-0X4x1/0,,
APO0908,112,C,0,10,,Lum. 240 V Led 112 W en poste con red aérea hilo piloto pot. cte. C,APD-0PLCL112PC,11.2,
AOD0165,250,C,0,10,C,Proy. 240V Ornamental Led 250 W en piso  hilo piloto pot. Cte.,AOD-0IPL250PC,25,
SSD0007,,,0,0,,Secc. red subt. 220 V 2F con interruptor termomagnético 70 A,SSD-2N70,,
APO0729,150,C,0,10,,Lum. 240 V Led 150 W en poste con red aerea Autocontrolada pot. cte. C,APD-0PLCL150AC,15,
AOD0131,36,C,0,10,C,Proy. 240 V Ornamental Led 36 W en piso Hilo Piloto. pot. cte.,AOD-0IPL36PC,3.6,
TRR0391,60,C,0,0,,Banco de 2 transformadores en paralelo 34.5 kV monofásicos 60 KVA en cámara,TRR-1V60,,
ECV0031,200,M,0,0,,Regulador de voltaje bobina múltiple 22kV 1F 200 kVA ctrl manual,ECV-1EM200,,
COO0181,,,0,0,,Conductor Multiplex Al 4x2/0 AWG,CO0-0J4x2/0,,
APO0793,250,C,0,10,,Lum. 240 V Led 250 W en fachada con red preen Autocontrolada pot. cte. C,APD-0FLCL250AC,25,
TRR0315,501,C,0,0,,Banco de 3 transformadores 34.5 kV monofásicos 501 kVA en poste,TRR-3N501,,
TRR0222,90,C,0,0,,Transformador 34.5 kV 3F conv. 90 kVA en poste,TRR-3C90,,
ESD0054,,,0,0,,Est. 240V 5 vías Centrada Angular,ESD-5CA,,
TRR0119,87.5,C,0,0,,Banco de 3 transformadores 34.5 kV monofásicos 87.5 KVA en poste,TRR-3N87.5,,
SDD0108,18.53,,,,,SGDA 240V 1F Fotovoltaica de 18.53kW,SDD-1F18.53,,
COO0309,,,0,0,,CONDUCTOR ACAR #3/0 AWG,CO0-0S3/0,,
TRT0116,65,C,0,0,,Banco de 3 transformadores 13 kV monofásicos 65 KVA en poste,TRT-3N65,,
SSV0008,,,0,0,,"Secc. red subt. 22kV 2F con conector codo Portaf.,  200 A",SSV-2P200,,
APO0799,150,C,0,10,,Lum. 240 V Led 150 W en poste con red subt Autocontrolada pot. cte. C,APD-0SLCL150AC,15,
TRT0113,45,C,0,0,,Banco de 3 transformadores 13 kV monofásicos 45 KVA en poste,TRT-3N45,,
ESR0039,,,0,0,,Est. 34.5 kV 1F Centrada Pasante deriv. 1F Centrada Retención,ESR-1CP+1CR,,
AOD0057,200,C,0,12,C,Proy. 240 V Ornamental Hg 200 W en poste Autocont. pot. cte.,AOD-0PPM200AC,24,
SDD0224,8.2,,,,,SGDA 220V 3F Fotovoltaica de 8.2kW,SDD-3F8.2,,
APO0224,400,C,0,12,C,Lum. 240 V Hg400 W en fachada con red preen Autocontrolada pot. cte. C,APD-0FLCM400AC,48,
SPS0122,,,0,0,,Secc. 6kV 3F con interruptor 300A BIL 95,SPS-3I300_95,,
AOD0029,70,C,0,16,C,Lum. 240 V Ornamental Na 70 W en piso Autocont. pot. cte.,AOD-0ILS70AC,11.2,
SPT0058,,,0,0,,Secc. 13kV 3F con interruptor 200A BIL 150,SPT-3I200_150,,
SDD0094,12.76,,,,,SGDA 240V 1F Fotovoltaica de 12.76kW,SDD-1F12.76,,
POO2106,,,0,0,,Poste Hormigón armado Circular de 13m carga de rotura 675kg,PO0-0HC13_675,,
TRT0215,5,C,0,0,,Transformador 13 kV 2F conv. 5 kVA en poste,TRT-2C5,,
TAV0010,,,0,0,,Tensor de Empuje en redes de dist. 22 kV,TAV-0ES,,
POO5200,,,0,0,,Poste Baculo Metalico de 4.5m para semaforo,PO0-0EB4.5,,
TUV0039,250,C,0,0,,Transformador  22kV 3F sumerg. 250 kVA,TUV-3S250,,
EST0106,,,0,0,,Est. 13 kV 3F Dos Postes Retención deriv. 1F Centrada Pasante,EST-3HR+1CP,,
SPV0104,,,0,0,,Secc. 22kV 3F con interruptor 800A BIL 75,SPV-3I800_75,,
TRR0167,140,C,0,0,,Banco de 3 transformadores 34.5 kV monofásicos 140 KVA en cámara,TRR-3I140,,
SDD0170,9,,,,,SGDA 220V 2F Fotovoltaica de 9kW,SDD-2F9,,
MED0001,,,0,0,,Medidor 240V 1F3H - Espec. Electr. Energía A-D - 200 A_ Forma 2S,MED-1D200_2S,,
POO0730,,,0,0,,Poste Plástico fibra de vidrio Circular de 16m carga de rotura 200kg,PO0-0PC16_200,,
TRR0243,350,C,0,0,,Transformador 34.5 kV 3F conv. 350 kVA en cámara,TRR-3O350,,
TRV0247,200,C,0,0,,Banco de 2 transformadores 22 kV monofásicos  200 kVA en poste,TRV-3B200,,
TRV0100,333,C,0,0,,Transformador 22  kV 1F conv. 333 kVA en poste,TRV-1C333,,
TRS0206,75,C,0,0,,Transformador 6 kV 2F conv. 75 kVA en cámara,TRS-2O75,,
ESR0055,,,0,0,,Est. 34.5 kV 3F Centrada Retención deriv. 2F Centrada Retención,ESR-3CR+2CR,,
SPT0124,0,,0,0,,Secc. 13kV 3F con interruptor 1200A BIL 150,SPT-3I1200_150,0,0
APO0920,53,C,0,10,,Lum. 240 V Led 53 W en poste con red aérea Autocontrolada pot. cte. C,APD-0PLCL53AC,5.3,
TRT0313,120,C,0,0,,Transformador 13 kV 3F conv. 120 kVA en poste,TRT-3C120,,
POO10014,,,0,0,,Poste Hormigón armado rectangular de 19m carga de rotura 750kg,PO0-0HR19_750,,
APO0610,100,C,0,15,,Lum. 240 V Na 100 W en poste con red aérea Autocontrolada pot. cte. A,APD-0PLAS100AC,15,
SPS0072,,,0,0,,Secc. 6 kV 3F con reconectador 600A BIL 125,SPS-3R600_125,,
SPS0037,,,0,0,,Secc. 6 kV 2F con seccionador de cuchilla   200A,SPS-2C200,,
ECR0066,900,A,0,0,,Capacitor automático 34.5kV 3F 900kVAR,ECR-3A900,,
ESR0134,,,0,0,,Est. 34.5 kV 2F Semiaislado o Ecologico Angular,ESR-2MA,,
TRT0376,204.5,C,0,0,,Banco de 2 transformadores en paralelo 13 kV monofásicos 204.5 kVA en cámara,TRT-1V204.5,,
AOD0077,250,C,0,12,C,Proy. 240 V Ornamental Hg 250 W en poste Hilo Piloto. pot. cte.,AOD-0PPM250PC,30,
SSS0068,,,0,0,,"Secc. red subt. 6kV 3F,  celda, protección, 400A, 150 BIL",SSS-3EP400_150,,
TRR0183,375,C,0,0,,Banco de 3 transformadores 34.5 kV monofásicos 375 KVA en cámara,TRR-3I375,,
TRV0021,60,C,0,0,,Transformador 22 kV 3F conv. 60 kVA en poste,TRV-3C60,,
TRS0208,20,C,0,0,,Transformador 6 kV 3F conv. 20 kVA en cámara,TRS-3O20,,
ECV0051,250,C,0,0,,Capacitor fijo 22kV 3F 250kVAR,ECV-3C250,,
COO0266,,,0,0,,Conductor AAAC 5005 #281.4 AWG,CO0-0C281.4,,
SSD0009,,,0,0,,Secc. red subt. 220 V 3F con interruptor termomagnético 70 A,SSD-3N70,,
SPV0018,,,0,0,,Secc. 22kV 2F con seccionador fus. unipolar ab. 200A,SPV-2S200,,
TRV0271,175,C,0,0,,Banco de 2 transformadores 22 kV monofásicos 175 kVA en cámara,TRV-3V175,,
TRV0274,200,C,0,0,,Banco de 2 transformadores 22 kV monofásicos 200 kVA en cámara,TRV-3V200,,
ECS0012,300,A,0,0,,Capacitor automático 6kV 3F 300kVAR,ECS-3A300,,
TRT0263,175,C,0,0,,Transformador 13 kV 3F conv. 175 kVA en cámara,TRT-3O175,,
SSS0053,,,0,0,,Secc. red subt. 6 kV 3F con fusible 18 A,SSS-3F18,,
TUT0038,200,C,0,0,,Transformador  13kV 3F sumerg. 200 kVA,TUT-3S200,,
TRT0364,450,C,0,0,,Transformador 13 kV 3F Pedestal o Padmounted 450 kVA,TRT-3P450,,
APO0346,70,C,0,16,,Lum. 240 V Na 70 W en fachada con red preen Autocontrolada pot. cte. C,APD-0FLCS70AC,11.2,
ESD0052,,,0,0,,Est. 240V 4 vías Centrada Retención,ESD-4CR,,
TRT0201,160,C,0,0,,Transformador 13 kV 3F conv. 160 kVA en cámara,TRT-3O160,,
TAT0007,,,0,0,,Tensor en V a tierra Simple en redes de dist. 13 kV,TAT-0VS,,
POO8200,,,0,0,,Poste Metálico Rectangular de 24m,PO0-0ER24,,
ECV0018,100,E,0,0,,Regulador de voltaje bobina fija 22kV 1F 100 kVA ctrl electrónico,ECV-1RE100,,
POO2309,,,0,0,,Poste Hormigón armado Circular de 14m carga de rotura 1000kg,PO0-0HC14_1000,,
TRR0072,25,C,0,0,,Transformador 34.5 kV 1F conv. 25 kVA en cámara,TRR-1O25,,
TRS0254,35,C,0,0,,Banco de 2 transformadores en paralelo 6 kV bifasicos 35 KVA en cámara,TRS-2V35,,
APO0951,55,C,0,10,C,Lum. 240 V Led 55 W en poste con red aérea hilo piloto pot. cte. C,APD-0PLCL55PC,5.5,
POO8801,,,0,0,,Poste Hormigón armado Ornamental de 6m carga de rotura 350kg,PO0-0HO6_350,,
TAS0001,,,0,0,,Tensor a Tierra Doble en redes de dist. 6 kV,TAS-0TD,,
COO0189,,,0,0,,"Conductor de Cu concentrico, aislado  600 V, Tipo XLPE  No.1X6+6 AWG",CO0-0W1x6(6),,
AOC0002,71,C,0,10,C,Lum. 127 V Ornamental Led 71 W en poste Autocontrolada pot. cte.,AOC-0PLL71AC,7.1,
SSD0028,,,0,0,,"Secc. red subt. 220 V 3F con tablero de distribución,  800A, 2 circuitos",SSD-3L800_2,,
TRR0117,67.5,C,0,0,,Banco de 3 transformadores 34.5 kV monofásicos 67.5 KVA en poste,TRR-3N67.5,,
SSD0021,,,0,0,,"Secc. red subt. 220 V 3F con tablero de distribución,  200A, 4 circuitos",SSD-3L200_4,,
TRT0221,75,C,0,0,,Transformador 13 kV 2F conv. 75 kVA en poste,TRT-2C75,,
