codigo_estructura,potencia,tipo,potencia2,porcentaje_perdida,doblenivel,descripcion_larga,desc_nemot,perdidas_w,perdidas2_w
AOD0097,250,C,0,12,C,Proy. 240 V Ornamental MH 250 W en poste Hilo Piloto. pot. cte.,AOD-0PPH250PC,30,
APO0241,100,C,0,15,C,Lum. 240 V Hg 100 W en poste con red aerea Autocontrolada pot. cte. C,APD-0PLCM100AC,15,
TRV0406,350,C,0,0,,Transformador 22 kV 3F conv. 350 kVA en poste,TRV-3C350,,
ESS0065,,,0,0,,Est. 6 kV 2F Centrada Retención dos deriv.2F Centrada Retención,ESS-2CR+2CR+2CR,,
APO0730,150,C,0,10,,Lum. 240 V Led 150 W en poste con red preen Autocont. pot. cte. C,APD-0OLCL150AC,15,
COO0302,,,0,0,,Conductor TTU Cu #700 MCM,CO0-0P700,,
TRR0114,50,C,0,0,,Banco de 3 transformadores 34.5 kV monofásicos 50 KVA en poste,TRR-3N50,,
POO3228,,,0,0,,Poste Hormigón armado rectangular de 18m carga de rotura 2800kg,PO0-0HR18_2800,,
SPO0047,,,0,0,,Secc. 3F con fusible 50K,SPO-3F50K,,
ESR0079,,,0,0,,Est. 34.5 kV 3F Bandera Doble Retención deriv. 1F Centrada Retención,ESR-3BD+1CR,,
COO0058,,,0,0,,Conductor Al. Preensamblado 2x70 + Nx50 mm²,CO0-0T2X70(50),,
APO0522,70,C,0,16,,Proy. 240 V Na 70 W en poste con red aerea hilo piloto pot. cte. C,APD-0PPCS70PC,11.2,
MEC0010,,,0,0,,Medidor 120V 1F2H - Masivos Electromecánico. Energía Activa - 80 A_Forma 13A,MEC-1L80_13A,,
ECT0056,150,C,0,0,,Capacitor fijo 13kV 3F 150kVAR,ECT-3C150,,
MED0017,,,0,0,,Medidor 240V 1F3H - Especiales Electrónico. Energía A-D - 20 A_Forma 4S,MED-1D20_4S,,
TRR0417,200,C,0,0,,Transformador 34.5 kV 1F conv. 200 kVA en cámara,TRR-1O200,,
TRV0333,50,C,0,0,,Banco de 2 transformadores en paralelo 22 kV monofásicos 50 kVA en cámara,TRV-1V50,,
COO0285,,,0,0,,Multiconductor Cu 3X2,CO0-0N3X2,,
TRV0013,25,A,0,0,,Transformador 22 kV 1F autoproteg. 25 kVA en poste,TRV-1A25,,
APO0941,500,C,0,10,,Proy. 240 V Led 500 W en poste con red aerea hilo piloto pot. cte. C,APD-0PPCL500PC,50,
COO0294,,,0,0,,Conductor Al. Preesamblado 3x10 + Nx10 mm,CO0-0T3X10(10),,
SDD0227,8.8,,,,,SGDA 220V 3F Fotovoltaica de 8.8kW,SDD-3F8.8,,
TRR0253,225,C,0,0,,Banco de 3 transformadores 34.5 kV monofasicos 225KVA en poste,TRR-3N225,,
TRS0133,1500,C,0,0,,Transformador 6 kV 3F conv. 1500 kVA en cámara,TRS-3O1500,,
TRS0287,60,C,0,0,,Transformador 6 kV 3F Pedestal o Padmounted 60 kVA,TRS-3P60,,
MED0031,,,0,0,,Medidor 240V 2F3H - Masivos Electrónico. Energía Activa - 60 A_Forma 13A,MED-2E60_13A,,
SSV0039,,,0,0,,Secc. red subt. 22 kV 2F con fusible 6 A,SSV-2F6,,
TUT0040,300,C,0,0,,Transformador  13kV 3F sumerg. 300 kVA,TUT-3S300,,
SDD0060,6.05,,,,,SGDA 240V 1F Fotovoltaica de 6.05kW,SDD-1F6.05,,
TRS0258,52.5,C,0,0,,Banco de 2 transformadores en paralelo 6 kV bifasicos 52.5 KVA en cámara,TRS-2V52.5,,
TRR0295,2000,C,0,0,,Transformador 34.5 kV 3F conv. 2000 kVA en cámara,TRR-3O2000,,
TAD0002,,,0,0,,Tensor Poste a poste Simple en redes de dist. 240/120 V,TAD-0PS,,
COO0202,,,0,0,,Conductor Al. Preesamblado 3x35 + Nx25 mm²,CO0-0T3X35(25),,
ESR0126,,,0,0,,Est. 34.5 kV 3F Volada Doble Reten. deriv. 3F Semi Centrada Pasante,ESR-3VD+3SP,,
COO0311,,,0,0,,CONDUCTOR ACAR #266.8 MCM,CO0-0S266.8,,
TRV0138,67.5,C,0,0,,Banco de 3 transformadores 22 kV monofásicos 67.5 kVA en poste,TRV-3N67.5,,
ESV0117,,,0,0,,Est. 22 kV 3F Dos Postes Doble Reten. deriv. 3F Semi Centrada Reten.,ESV-3HD+3SR,,
AOD0149,22,C,0,10,C,Proy. 240V Ornamental Led 22 W en piso  hilo piloto pot. Cte.,AOD-0IPL22PC,2.2,
TAR0002,,,0,0,,Tensor Farol Simple en redes de dist. 34.5 kV,TAR-0FS,,
TRV0374,97.5,C,0,0,,Banco de 3 transformadores 22 kV monofásicos 97.5 kVA en poste,TRV-3N97.5,,
TRS0028,45,C,0,0,,Transformador 6  kV  3F conv. 45 kVA en cámara,TRS-3O45,,
POO3104,,,0,0,,Poste Hormigón armado rectangular de 14m carga de rotura 500kg,PO0-0HR14_500,,
TRT0208,333,C,0,0,,Transformador 13 kV 1F conv. 333 kVA en poste,TRT-1C333,,
TRR0032,100,C,0,0,,Transformador 34.5 kV 1F Pedestal o Padmounted 100KVA,TRR-1P100,,
TRS0112,120,C,0,0,,Transformador 6 kV 3F conv. 120 kVA en cámara,TRS-3O120,,
TRT0295,700,C,0,0,,Transformador 13 kV 3F conv. 700 kVA en cámara,TRT-3O700,,
TRR0467,217,C,0,0,,Banco de 2 transformadores en paralelo 34.5 kV monofásicos  217 kVA en poste,TRR-1B217,,
TRV0180,501,C,0,0,,Banco de 3 transformadores 22 kV monofásicos 501 kVA en cámara,TRV-3I501,,
APO0909,112,C,0,10,,Lum. 240 V Led 112 W en poste con red aérea Autocontrolada pot. cte. C,APD-0PLCL112AC,11.2,
APO0779,240,C,0,10,,Lum. 240 V Led 240 W en poste con red subt Autocontrolada pot. cte. C,APD-0SLCL240AC,24,
POO10001,,,0,0,,Poste Hormigón armado rectangular de 19m carga de rotura 350kg,PO0-0HR19_350,,
SPR0077,,,0,0,,Secc. 34.5 kV 3F con reconectador 560A BIL 75,SPR-3R560_75,,
SPD0030,,,0,0,,Secc. 240V 2F con seccionador fusible unipolar cerrado 160 A,SPD-2D160,,
ESR0075,,,0,0,,Est. 34.5 kV 3F Volada Angular deriv. 1F Centrada Retención,ESR-3VA+1CR,,
ESD0063,,,0,0,,Est. 240V Preensamblado Pasante con 5 conduct.,ESD-1PP5,,
APO0989,70,C,0,10,C,Lum. 240 V Led 70 W en poste con red subt Autocontrolada pot. cte. C,APD-0SLCL70AC,7,0
SPR0101,,,0,0,,Secc. 34.5 kV 3F con reconectador 800A BIL 75,SPR-3R800_75,,
COO0195,,,0,0,,"Multiconductor de Cu, aislado  600 V, Tipo PVC  No.4X1/0 AWG, 19 hilo",CO0-0N4x1/0,,
TRT0506,80,C,0,0,,Transformador 13 kV 3F conv. 80 kVA en cámara,TRT-3O80,0,0
TRV0253,40,C,0,0,,Banco de 2 transformadores 22 kV monofásicos 40 kVA en cámara,TRV-3V40,,
ECV0066,1200,A,0,0,,Capacitor automático 22kV 3F 1200kVAR,ECV-3A1200,,
POO0605,,,0,0,,Poste Hormigón armado Circular de 10m carga de rotura 600kg,PO0-0HC10_600,,
TRS0014,15,C,0,0,,Transformador 6 kV 3F Pedestal o Padmounted 15KVA,TRS-3P15,,
EST0142,,,0,0,,Est. 13 kV 3F Semiaislado o Ecologico  Doble retención,EST-3MD,,
SSS0075,,,0,0,,"Secc. red subt. 6kV 3F, Transición, inst. en cruceta en volado",SSS-3RV,,
POO1501,,,0,0,,Poste Hormigón armado Circular de 11.5m carga de rotura 350kg,PO0-0HC11.5_350,,
TRR0019,45,C,0,0,,Transformador 34.5 kV 3F conv. 45 kVA en poste,TRR-3C45,,
COO0380,,,0,0,,Conductor Cu Desnudo #1000  MCM,CO0-0G1000,,
SPR0052,,,0,0,,Secc. 34.5kV 3F con secc. trip. oper. con carga con disp. rompearco 600A,SPR-3N600,,
TUS0007,90,C,0,0,,Transformador  6kV 3F conv. frente muerto 90 kVA,TUS-3M90,,
TUT0093,100,C,0,0,,Banco de 3 transformadores 13 kV 1F convenc. Frente muerto 100 kVA,TUT-3R100,,
SDU0307,300,,,,,SGDA 440V 3F Fotovoltaica de 300kW,SDU-3F300,,
ESD0047,,,0,0,,Est. 240V 3 vías Centrada Retención,ESD-3CR,,
ESR0057,,,0,0,,Est. 34.5 kV 3F Semi Cen. Pasante deriv. 3F Semi Cen. Retención,ESR-3SP+3SR,,
SPT0078,,,0,0,,Secc. 13kV 3F con interruptor 1250A BIL 95,SPT-3I1250_95,,
TRT0054,350,C,0,0,,Transformador 13 kV 3F Pedestal o Padmounted 350KVA,TRT-3P350,,
ESR0006,,,0,0,,Est. 34.5 kV 1F En volado Angular,ESR-1VA,,
TRT0012,15,A,0,0,,Transformador 13 kV 1F autoproteg. 15 kVA en poste,TRT-1A15,,
TRV0114,37.5,C,0,0,,Transformador 22 kV 3F Pedestal o Padmounted 37.5 kVA,TRV-3P37.5,,
ECS0050,400,A,0,0,,Capacitor automático 6kV 3F 400kVAR,ECS-3A400,,
TRT0366,1100,C,0,0,,Transformador 13 kV 3F Pedestal o Padmounted 1100 kVA,TRT-3P1100,,
SPS0046,,,0,0,,Secc. 6 kV 3F con seccionador fus. unipolar ab. disp. rompearco 200A,SPS-3E200,,
SPR0028,,,0,0,,Secc. 34.5kV 2F con seccionador de cuchilla   600A,SPR-2C600,,
ECR0067,1200,A,0,0,,Capacitor automático 34.5kV 3F 1200kVAR,ECR-3A1200,,
EST0037,,,0,0,,Est. 13 kV 3F Bandera Doble retención,EST-3BD,,
TUT0006,75,C,0,0,,Transformador  13kV 1F conv. frente muerto 75 kVA,TUT-1M75,,
SPR0110,,,0,0,,Secc. 34.5 kV 3F con interruptor 400A BIL 75,SPR-3I400_75,,
TRR0208,333,C,0,0,,Transformador 34.5 kV 1F conv. 333 kVA en poste,TRR-1C333,,
TRT0354,375,C,0,0,,Transformador 13 kV 3F conv. 375 kVA en poste,TRT-3C375,,
ESS0010,,,0,0,,Est. 6 kV 2F Bandera Doble Retención,ESS-2BD,,
ESS0126,,,0,0,,Est. 6 kV 3F En Volado Doble Retención deriv. 3F Semicentrada Pasante,ESS-3VD+3SP,,
APO0115,250,C,0,12,C,Lum. 240 V Hg250 W en fachada con red preen hilo piloto pot. cte. A,APD-0FLAM250PC,30,
TRR0239,225,C,0,0,,Transformador 34.5 kV 3F conv. 225 kVA en cámara,TRR-3O225,,
TRT0311,85,C,0,0,,Banco de 3 transformadores 13 kV monofásicos 85 kVA en poste,TRT-3N85,,
TRT0296,1500,C,0,0,,Transformador 13 kV 3F conv. 1500 kVA en cámara,TRT-3O1500,,
ESR0080,,,0,0,,Est. 34.5 kV 3F Bandera Doble Retenc. deriv. 3F Semi Centrada Retenc.,ESR-3BD+3SR,,
EU0011,,,0,0,,Est.red subt.  banco de ductos  config. 3x4  de 110 mm.  en acera,EU0-0B3x4B1,,
SPO0061,,,0,0,,Secc. 3F con conector ranuras paralelas 336.4 A 397.5 ACSR/AAAC,SPO-3UD,,
TUV0028,15,C,0,0,,Transformador  22kV 3F sumerg. 15 kVA,TUV-3S15,,
SSD0029,,,0,0,,"Secc. red subt. 220 V 3F con tablero de distribución,  800A, 3 circuitos",SSD-3L800_3,,
SSV0002,,,0,0,,"Secc. red subt. 22kV 2F con conector tipo Codo,  200 A",SSV-2C200,,
TRT0096,75,C,0,0,,Banco de 2 transformadores 13 kV monofásicos 75 KVA en poste,TRT-3B75,,
TRT0443,5,C,0,0,,Transformador 13 kV 2F conv. 5 kVA en cámara,TRT-2O5,,
TRR0038,30,C,0,0,,Transformador 34.5 kV 3F Pedestal o Padmounted 30KVA,TRR-3P30,,
ESN0005,,,0,0,,Est. 69 kV 3F Doble retención un circuito con aisladores tipo disco y tipo poste,ESN-1BD,,
SSD0032,,,0,0,,"Secc. red subt. 220 V 3F con tablero de distribución,  1000A, 3 circuitos",SSD-3L1000_3,,
TRV0404,320,C,0,0,,Transformador 22 kV 3F conv. 320 kVA en poste,TRV-3C320,,
ESS0037,,,0,0,,Est. 6 kV 3F Bandera Doble Retención,ESS-3BD,,
ESR0016,,,0,0,,Est. 34.5 kV 2F En volado Angular,ESR-2VA,,
TRT0245,350,C,0,0,,Transformador 13 kV 3F conv. 350 kVA en cámara,TRT-3O350,,
SPO0069,,,0,0,,Secc. 2F con fusible 35K,SPO-2F35K,,
TRR0377,150,C,0,0,,Banco de 2 transformadores en paralelo 34.5 kV monofásicos 150 KVA en poste,TRR-1B150,,
TRR0160,75,C,0,0,,Banco de 3 transformadores 34.5 kV monofásicos 75 KVA en cámara,TRR-3I75,,
ESD0026,,,0,0,,Est. 240V 3 vías Vertical Retención deriv. 2 vías Vertical Retención,ESD-3ER+ESE-2ER,,
APO0798,400,C,0,10,,Lum. 240 V Led 400 W en fachada con red subt Autocontrolada pot. cte. C,APD-0ALCL400AC,40,
TRR0176,267,C,0,0,,Banco de 3 transformadores 34.5 kV monofásicos 267 KVA en cámara,TRR-3I267,,
EU0025,,,,0,,Est.red subt.  banco de ductos  config. 3x3  de 110 mm.  en calzada,EU0-0B3x3B2,,
TRV0126,1200,C,0,0,,Transformador 22 kV 3F Pedestal o Padmounted 1200 kVA,TRV-3P1200,,
SPV0110,,,0,0,,Secc. 22kV 3F con interruptor 400A BIL 95,SPV-3I400_95,,
TRS0035,125,C,0,0,,Transformador 6  kV  3F conv. 125 kVA en poste,TRS-3C125,,
SDT0320,618,,,,,"SGDA 13,8kV 3F Fotovoltaica de 618kW",SDT-3F618,,
AOD0096,150,C,0,13,C,Lum. 240 V Ornamental Na 150 W en piso Hilo Piloto. pot. cte.,AOD-0ILS150PC,19.5,
SPD0024,,,0,0,,Secc. 240V 3F con fusible NH 224 A,SPD-3L224,,
TRT0002,5,C,0,0,,Transformador 13 kV 1F conv. 5 kVA en poste,TRT-1C5,,
TRV0211,900,C,0,0,,Transformador 22 kV 3F conv. 900 kVA en cámara,TRV-3O900,,
SPV0083,,,0,0,,Secc. 22kV 3F con interruptor 600A BIL 150,SPV-3I600_150,,
TRV0173,375,C,0,0,,Banco de 3 transformadores 22 kV monofásicos 375 kVA en cámara,TRV-3I375,,
SST0008,,,0,0,,"Secc. red subt. 13kV 2F con conector codo Portaf.,  200 A",SST-2P200,,
ESV0035,,,0,0,,Est. 22 kV 3F Tres Postes Doble retención,ESV-3TD,,
SPO0039,,,0,0,,Secc. 3F con fusible 6K,SPO-3F6K,,
SSS0038,,,0,0,,Secc. red subt. 6 kV 2F con fusible 3 A,SSS-2F3,,
SDC0194,20,,,,,SGDA 127V 2F Fotovoltaica de 20kW,SDC-2F20,,
AOD0116,100,C,0,10,C,Lum. 240 V Ornamental Led 100 W en piso Autocont. pot. cte.,AOD-0ILL100AC,10,
TRS0205,50,C,0,0,,Transformador 6 kV 2F conv. 50 kVA en cámara,TRS-2O50,,
POO7600,,,0,0,,Poste Metálico Rectangular de 6m,PO0-0ER6,,
SDC0165,8,,,,,SGDA 127V 2F Fotovoltaica de 8kW,SDC-2F8,,
APO0917,123,C,0,10,,Lum. 240 V Led 123 W en poste con red aérea hilo piloto pot. cte. C,APD-0PLCL123PC,12.3,
POO4222,,,0,0,,Poste Hormigón armado rectangular de 21m carga de rotura 1600kg,PO0-0HR21_1600,,
APO0439,1500,C,0,12,,Proy. 240 V Hg 1500 W en poste con red aerea hilo piloto pot. cte. C,APD-0PPCM1500PC,180,
TRS0055,167,C,0,0,,Transformador 6 kV 2F conv. 167 kVA en poste,TRS-2C167,,
SST0029,,,0,0,,Secc. red subt. 13 kV 1F con fusible 6 A,SST-1F6,,
AOD0126,50,C,0,10,C,Lum. 240 V Ornamental Led 50 W en piso Autocont. pot. cte.,AOD-0ILL50AC,5,
SPO0050,,,0,0,,Secc. 3F con fusible 160K,SPO-3F160K,,
SPD0047,,,0,0,,Secc. 240V 3F con Interruptor Termomagnetico de 300 A,SPD-3M300,,
APO0973,73,C,0,10,C,Lum. 240V Led 73 W en poste  con red aérea Autocontrolada pot. Cte. C,APD-0PLCL73AC,7.3,
SPV0015,,,0,0,,Secc. 22kV 1F con interruptor 200A BIL 125,SPV-1I200_125,,
SSV0037,,,0,0,,Secc. red subt. 22 kV 1F con fusible 40 A,SSV-1F40,,
AOD0112,10,C,0,10,C,Lum. 240 V Ornamental Led 10 W en piso Autocont. pot. cte.,AOD-0ILL10AC,1,
TRS0081,756,C,0,0,,Transformador 6 kV 3F conv. 756 kVA  en cámara,TRS-3O756,,
AOD0036,250,C,0,12,C,Lum. 240 V Ornamental MH 250 W en poste Autocont. pot. cte.,AOD-0PLH250AC,30,
SSS0057,,,0,0,,Secc. red subt. 6 kV 3F con fusible 40 A,SSS-3F40,,
SDD0232,10,,,,,SGDA 220V 3F Fotovoltaica de 10kW,SDD-3F10,,
ECT0025,50,E,0,0,,Regulador de voltaje bobina fija 13kV 3F 50 kVA ctrl electrónico,ECT-3RE50,,
COO0293,,,0,0,,Conductor Al. Preesamblado 2x95 + Nx95 mm,CO0-0T2X95(95),,
ESR0085,,,0,0,,Est. 34.5 kV 3F Dos Postes  Pasante deriv. 1F Centrada Retención,ESR-3HP+1CR,,
AOD0072,800,C,0,12,C,Proy. 240 V Ornamental Na 800 W en poste Autocont. pot. cte.,AOD-0PPS800AC,96,
SDT0330,999,,,,,"SGDA 13,8kV 3F Fotovoltaica de 999kW",SDT-3F999,,
ESS0103,,,0,0,,Est. 6 kV 3F Bandera Angular deriv. 3F Bandera Retención,ESS-3BA+3BR,,
TRR0104,125,C,0,0,,Banco de 2 transformadores 34.5 kV monofásicos 125 KVA en poste,TRR-3B125,,
SPS0045,,,0,0,,Secc. 6 kV 3F con seccionador fus. unipolar ab. disp. rompearco 100A,SPS-3E100,,
ECS0025,50,E,0,0,,Regulador de voltaje bobina fija 6kV 3F 50 kVA ctrl electrónico,ECS-3RE50,,
EST0061,,,0,0,,Est. 13kV 3F Volada Pasante deriv. 3F Semi Centrada Retención,EST-3VP+3SR,,
AOD0075,400,C,0,12,C,Lum. 240 V Ornamental Na 400 W en poste Hilo Piloto. pot. cte.,AOD-0PLS400PC,48,
TRR0040,45,C,0,0,,Transformador 34.5 kV 3F Pedestal o Padmounted 45KVA,TRR-3P45,,
APO0378,100,D,70,15,S,Lum. 240 V Na 100 W en poste con red aérea hilo piloto. Dob.niv.pot C,APD-0PLCS100PD,15,11.2
ESD0018,,,0,0,,Est. 240V 4 vías Vertical Pasante deriv. 3 vías Vertical Retención,ESD-4EP+3ER,,
TRR0262,167,C,0,0,,Transformador 34.5 kV 1F conv. 167 kVA en cámara,TRR-1O167,,
ECS0020,300,E,0,0,,Regulador de voltaje bobina fija 6kV 1F 300 kVA ctrl electrónico,ECS-1RE300,,
COO0282,,,0,0,,Multiconductor Cu 2x6,CO0-0N2x6,,
SSD0004,,,0,0,,Secc. red subt. 220 V 2F con interruptor termomagnético 40 A,SSD-2N40,,
ECS0052,400,C,0,0,,Capacitor fijo 6kV 3F 400kVAR,ECS-3C400,,
POO1102,,,0,0,,Poste Hormigón armado Rectangular de 11m carga de rotura 400kg,PO0-0HR11_400,,
TRR0087,30,C,0,0,,Banco de 2 transformadores 34.5 kV monofásicos 30 KVA en poste,TRR-3B30,,
AOD0045,80,C,0,15,C,Lum. 240 V Ornamental Hg 80 W en poste Autocont. pot. cte.,AOD-0PLM80AC,12,
EST0082,,,0,0,,Est. 13 kV 3F Tres Postes Retención deriv. 1F Centrada Retención,EST-3TR+1CR,,
SPT0025,,,0,0,,Secc. 13kV 2F con seccionador de cuchilla 100A,SPT-2C100,,
TRV0311,75,C,0,0,,Banco de 2 transformadores en paralelo 22 kV monofásicos 75 kVA en poste,TRV-1B75,,
SPT0097,,,0,0,,Secc. 13kV 3F con reconectador 1250A BIL 75,SPT-3R1250_75,,
POO6629,,,0,0,,Poste Plástico fibra de vidrio Circular de 18m carga de rotura 1800kg,PO0-0PC18_1800,,
TRT0101,110,C,0,0,,Banco de 2 transformadores 13 kV monofásicos 110 KVA en poste,TRT-3B110,,
SSV0022,,,0,0,,"Secc. red subt. 22kV 3F con barraje desc., 2 vias,  200 A",SSV-3B2_200,,
TRV0250,25,C,0,0,,Banco de 2 transformadores 22 kV monofásicos 25 kVA en cámara,TRV-3V25,,
APO0768,500,D,400,10,S,Lum. 240 V Led 500 W en poste con red preen Autocont. Dob.niv.pot. C,APD-0OLCL500AD,50,40
TRV0070,175,C,0,0,,Transformador 22kV 3F conv. 175 kVA en poste,TRV-3C175,,
TUS0004,50,C,0,0,,Transformador  6kV 3F conv. frente muerto  50 kVA,TUS-3M50,,
SPV0041,,,0,0,,Secc. 22kV 3F con seccionador tripolar para  oper. con carga 300A,SPV-3A300,,
TRR0272,225,C,0,0,,Transformador 34.5 kV 3F conv. 225 kVA  en poste,TRR-3C225,,
COO0169,,,0,0,,Conductor Concéntrico Cu 3x2,CO0-0W3x2,,
TRS0232,60,C,0,0,,Banco de 2 transformadores en paralelo 6 kV bifasicos 60 KVA en poste,TRS-2B60,,
SPO0027,,,0,0,,Secc. 2F con fusible 15K,SPO-2F15K,,
TRT0259,7.5,C,0,0,,Transformador 13 kV 1F conv. 7.5 kVA en poste,TRT-1C7.5,,
TRT0169,160,C,0,0,,Banco de 3 transformadores 13 kV monofásicos 160 KVA en cámara,TRT-3I160,,
TRR0376,137.5,C,0,0,,Banco de 2 transformadores en paralelo 34.5 kV monofásicos 137.5 KVA en poste,TRR-1B137.5,,
SPD0008,,,0,0,,Secc. 240V 2F con fusible NH 100 A,SPD-2L100,,
ESR0132,,,0,0,,Est. 34.5 kV 1F Semiaislado o Ecologico  Doble retención,ESR-1MD,,
TRV0087,300,C,0,0,,Transformador 22 kV 3F conv. 300 kVA en cámara,TRV-3O300,,
TUT0118,471,C,0,0,,Banco de 3 transformadores 13 kV 1F convenc. Frente muerto 471 kVA,TUT-3R471,,
POO8722,,,0,0,,Poste Hormigón armado Circular de 19m carga de rotura 1600kg,PO0-0HC19_1600,,
COO0090,,,0,0,,Conductor Concéntrico Al 3x4,CO0-0X3x4,,
AOD0157,60,C,0,10,C,Proy. 240V Ornamental Led 60 W en piso  hilo piloto pot. Cte.,AOD-0IPL60PC,6,
TRT0466,220,C,0,0,,Transformador 13 kV 3F conv. 220 kVA en cámara,TRT-3O220,,
APO0629,175,C,0,12,,Lum. 120 V Na 175 W en poste con red aérea Autocontrolada pot. cte. A,APC-0PLAS175AC,21,
POO2608,,,0,0,,Poste Hormigón armado Rectangular de 15m carga de rotura 800kg,PO0-0HR15_800,,
SDV0278,69.12,,,,,SGDA 22kV 3F Fotovoltaica de 69.12kW,SDV-3F69.12,,
POO4122,,,0,0,,Poste Hormigón armado Circular de 16.5m carga de rotura 1600kg,PO0-0HC16.5_1600,,
ESD0032,,,0,0,,Est. 240V Preensamblado Retención con 4 conduct.,ESD-1PR4,,
TRT0490,3000,C,0,0,,Transformador 13 kV 3F Pedestal o Padmounted 3000KVA,TRT-3P3000,0,0
TRT0114,50,C,0,0,,Banco de 3 transformadores 13 kV monofásicos 50 KVA en poste,TRT-3N50,,
SPR0040,,,0,0,,Secc. 34.5kV 3F con seccionador de cuchilla   600A,SPR-3C600,,
SPD0053,,,0,0,,Secc. 240V 3F con Interruptor Termomagnetico de 630 A,SPD-3M630,,
APO0376,400,C,0,12,,Lum. 240 V Na 400 W en poste con red preen Autocontrolada pot. cte. C,APD-0OLCS400AC,48,
TRR0189,500,C,0,0,,Banco de 3 transformadores 34.5 kV monofásicos 500 KVA en cámara,TRR-3I500,,
SPT0074,,,0,0,,Secc. 13 kV 3F con reconectador 400A BIL 150,SPT-3R400_150,,
ESV0131,,,0,0,,Est. 22 kV 1F Semiaislado o Ecologico Retención,ESV-1MR,,
COO0079,,,0,0,,Conductor Concéntrico Cu 2x8,CO0-0W2x8,,
APO0950,180,C,0,10,,Lum. 240 V Led 180 W en poste con red subt hilo piloto pot. cte. C,APD-0SLCL180PC,18,
EST0057,,,0,0,,Est. 13 kV 3F Semi Cen. Pasante deriv. 3F Semi Cen. Retención,EST-3SP+3SR,,
SPT0004,,,0,0,,Secc. 13kV 1F con seccionador fus. unipolar ab. disp. rompearco 200A,SPT-1E200,,
APO0367,150,D,100,13,S,Lum. 240 V Na 150 W en fachada con red subt hilo piloto Dob.niv.pot. C,APD-0ALCS150PD,19.5,15
COO0234,,,0,0,,CONDUCTOR ACAR #500 MCM,CO0-0S500,,
TRS0049,375,C,0,0,,Transformador 6 kV 3F conv. 375 kVA en poste,TRS-3C375,,
TRT0234,400,C,0,0,,Transformador 13 kV 3F conv. 400 kVA en poste,TRT-3C400,,
COO0027,,,0,0,,Conductor AAAC 6201 #2/0 AWG,CO0-0D2/0,,
TRR0263,1,A,0,0,,Transformador 34.5 kV 1F autoproteg. 1 kVA en poste,TRR-1A1,,
SDS0214,7,,,,,"SGDA 6,3kV 3F Fotovoltaica de 7kW",SDS-3F7,,
SPV0064,,,0,0,,Secc. 22 kV 3F con interruptor 100A BIL 95,SPV-3I100_95,,
SDD0113,26.3,,,,,SGDA 240V 1F Fotovoltaica de 26.3kW,SDD-1F26.3,,
POO1105,,,0,0,,Poste Hormigón armado rectangular de 11m carga de rotura 600kg,PO0-0HR11_600,,
TRS0231,57.5,C,0,0,,"Banco de 2 transformadores en paralelo 6 kV bifasicos 57,5 kVA en poste",TRS-2B57.5,,
ECT0045,600,C,0,0,,Capacitor fijo 13 kV 1F 600kVAR,ECT-1C600,,
SDD0248,20,,,,,SGDA 220V 3F Fotovoltaica de 20kW,SDD-3F20,,
SPS0112,,,0,0,,Secc. 6kV 3F con interruptor 800A BIL 150,SPS-3I800_150,,
SPD0026,,,0,0,,Secc. 240V 3F con fusible NH 400 A,SPD-3L400,,
TRT0233,300,C,0,0,,Transformador 13 kV 3F conv. 300 kVA en poste,TRT-3C300,,
TUV0035,100,C,0,0,,Transformador  22kV 3F sumerg. 100 kVA,TUV-3S100,,
SPT0092,,,0,0,,Protección 13kV 1F con descargador 15kV,SPT-1P15,,
APO0112,250,C,0,12,C,Lum. 240 V Hg 250 W en poste con red subt Autocontrolada pot. cte. A,APD-0SLAM250AC,30,
SPS0070,,,0,0,,Secc. 6 kV 3F con reconectador 400A BIL 150,SPS-3R400_150,,
POO0601,,,0,0,,Poste Hormigón armado Circular de 10m carga de rotura 350kg,PO0-0HC10_350,,
TRV0164,225,C,0,0,,Banco de 3 transformadores 22 kV monofásicos 225 kVA en cámara,TRV-3I225,,
ESS0115,,,0,0,,Est. 6 kV 3F Dos Postes Retención deriv. 3F Semicentrada Retención,ESS-3HR+3SR,,
APO0954,201,C,0,10,C,Lum. 240 V Led 201 W en poste con red aérea Autocontrolada pot. cte. C,APD-0PLCL201AC,20.1,
TRV0206,192.5,C,0,0,,Transformador 22 kV 3F conv. 192.5 kVA en cámara,TRV-3O192.5,,
TRR0453,850,C,0,0,,Transformador 34.5 kV 3F conv. 850 kVA en cámara,TRR-3O850,,
COO0306,,,0,0,,CONDUCTOR ACAR #2 AWG,CO0-0S2,,
COO0269,,,0,0,,Conductor AAAC 6201 #300 MCM,CO0-0D300,,
ESS0095,,,0,0,,Est. 6 kV 3F Bandera Retención dos deriv. 2F Centrada Retención,ESS-3BR+2CR+2CR,,
SST0020,,,0,0,,"Secc. red subt. 13kV 2F con barraje desc., 4 vias,  200 A",SST-2B4_200,,
ECR0018,100,E,0,0,,Regulador de voltaje bobina fija 34.5kV 1F 100 kVA ctrl electrónico,ECR-1RE100,,
TRT0423,85,C,0,0,,Banco de 2 transformadores en paralelo 13 kV monofásicos 85 KVA en cámara,TRT-1V85,,
ESV0058,,,0,0,,Est. 22 kV 3F Centrada Retención deriv. 3F Centrada Retención,ESV-3CR+3CR,,
